Account No,Country,City Name,C40,Reporting Year,Sector,Target boundary,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Comment,City Location,Country Location
44185,South Korea,Suwon ,False,2016,Total,Suwon total emissions,2005,601495.0,5.0,,,"(37.2635727, 127.0286009)","(35.907757, 127.766922)"
44185,South Korea,Suwon ,False,2016,Total,Suwon total emissions,2005,601495.0,20.0,,,"(37.2635727, 127.0286009)","(35.907757, 127.766922)"
31446,Taiwan,Taipei City,False,2016,Total,All city,2008,16546253.0,0.0,2020.0,,"(25.037525, 121.563782)","(23.69781, 120.960515)"
31446,Taiwan,Taipei City,False,2016,Total,All city,2005,16132003.0,25.0,2030.0,,"(25.037525, 121.563782)","(23.69781, 120.960515)"
31446,Taiwan,Taipei City,False,2016,Total,All city,2005,16132003.0,50.0,2050.0,,"(25.037525, 121.563782)","(23.69781, 120.960515)"
54395,Taiwan,Taoyuan ,False,2016,Total,Taoyuan City,2005,30474326.0,50.0,2050.0,In accordance with Central Government policy,"(24.993628, 121.30098)","(23.69781, 120.960515)"
50716,South Korea,Uljin ,False,2016,,,2009,230497.0,20.0,2015.0,,"(36.993066, 129.400419)","(35.907757, 127.766922)"
43937,New Zealand,Wellington,False,2016,Total,City,2001,1310705.0,10.0,2020.0,,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
43937,New Zealand,Wellington,False,2016,Total,City,2001,1310705.0,40.0,2030.0,,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
43937,New Zealand,Wellington,False,2016,Total,City,2001,1310705.0,65.0,2050.0,,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
59996,Philippines,Batangas,False,2016,Total,,2010,457288.0,25.0,2016.0,,"(13.756465, 121.058308)","(12.879721, 121.774017)"
31170,Peru,Lima,False,2016,Transport,Lima metropolitana,2015,,10.0,2016.0,"En el PEI del Instituto Metropolitano de Protransporte de Lima, tiene como indicador de reducción del 10% de las emisiones que emiten el transporte público.","(-12.046374, -77.042793)","(-9.189967, -75.015152)"
35995,Brazil,Brasília,False,2016,Total,"Os resultados de emissões anuais totais médias do DF por categoria indicam uma predominância de emissões advindas da categoria Transporte (setor Energia), seguida pelas categorias Produção de cimento (setor IPPU) e Disposição de resíduos sólidos em sítios não manejados (setor Resíduos), que em conjunto representam 79,82% das emissões do DF e se configuram como as mais emissoras no inventário de GEE do DF. Além disso, essas categorias configuram-se como as que mais contribuíram para o crescimento das emissões em termos absolutos.",,5648130000.0,40.0,2020.0,"O Distrito Federal conta com uma Política de Clima (LEI Nº 4.797, DE 6 DE MARÇO DE 2012 - Promulgada em 24/4/2015), ainda não regulamentada, cuja meta de mitigação está de acordo com as metas da PNMC- LEI Nº 12.187, DE 29 DE DEZEMBRO DE 2009),  neste caso, meta de 40% até 2020.","(-15.794229, -47.882166)","(-14.235004, -51.92528)"
50359,Mexico,León de los Aldamas,False,2016,Total,Territorio municipal,2013,5012.13,20.0,2020.0,Meta global de mitigación definida en el programa municipal de cambio climático.,"(21.132751, -101.678184)","(23.634501, -102.552784)"
36489,Italy,Olbia,False,2016,Total,,2009,225640.0,25.23,2020.0,,"(41.882316, 12.505936)","(41.87194, 12.56738)"
50364,Bolivia,La Paz,False,2016,Transport,Hacia una movilidad urbana baja en carbono (Promoción del transporte masivo),2012,700.0,45.0,2040.0,"Se pretende tener un sistema de transporte sostenible que sea seguro, confiable, económico, eficiente, equitativo, al alcance de todos, que  incida positivamente en la generación de cambios positivos en la seguridad ciudadana tanto en los índices de accidentalidad, contaminación y seguridad ciudadana, generado a través de los programas de transporte masivo (La Paz Bus, Puma Katari, teleférico laderas, tren elevado ecológico); Y un Sistema de transporte en La Paz y El Alto renovado (a través de un Programa de renovación del parque automotor)","(-16.5, -68.15)","(-16.290154, -63.588653)"
50364,Bolivia,La Paz,False,2016,Waste,Reducción de emisiones de GEI asociada a la gestión de residuos sólidos,2012,190.0,17.0,2040.0,"Se espera contar con una gestión Integral de Residuos Sólidos desde origen con reciclaje y reutilización, a partir del establecimiento de mecanismos de compensación y beneficio económico, con inclusión social y disposición final adecuada, incidiendo positivamente sobre la salud y la educación de la población en general, controlada (a través de red de puntos verdes, planta de biogás, plastimadera  y Educación ambiental para la Gestión Integral de Residuos sólidos)","(-16.5, -68.15)","(-16.290154, -63.588653)"
50364,Bolivia,La Paz,False,2016,Buildings,Disminución de emisiones de GEI a nivel residencial,2012,338.0,35.0,2040.0,"Los resultados esperados serían (Herramientas conceptuales, técnicas y jurídicas para la aplicación de acciones en materia de calidad ambiental  elaboradas y Sistema energético des-fosilizado y  generación y consumo de  energía en el Municipio de La Paz controlado), a través de Programa control y monitoreo de calidad ambiental (normativa greenbuilding, hora del planeta) y el Programa energías renovables y ecoeficientes (Eficiencia energética en viviendas del municipio-área urbana y Educación para uso eficiente de energía)","(-16.5, -68.15)","(-16.290154, -63.588653)"
50364,Bolivia,La Paz,False,2016,Buildings,Disminución de emisiones de GEI a nivel comercial,2012,113.0,63.0,,"Los resultados esperados serían (Herramientas conceptuales, técnicas y jurídicas para la aplicación de acciones en materia de calidad ambiental y Sistema energético des-fosilizado y  generación y consumo de  energía en el Municipio de La Paz controlado) a través de Programa control y monitoreo de calidad ambiental (normativa greenbuilding), Programa energías renovables y ecoeficientes (Eficiencia energética en comercios del municipio (área urbana y Sensibilización y educación para uso eficiente de energía) y Alumbrado público eficiente (La Paz Iluminada + Recambio de luminaria LED en el alumbrado público de la ciudad)","(-16.5, -68.15)","(-16.290154, -63.588653)"
50364,Bolivia,La Paz,False,2016,Buildings,Eficiencia en el sector industrial,2012,79.0,23.0,,"Sistema energético des-fosilizado y  generación y consumo de  energía en el Municipio de La Paz controlado; Uso de energías alternativas incrementado, matriz de generación diversificada y consumo de combustibles fósiles reducido, en Bolivia y Eficiencia energética en el sector industrial a través de Programa energías renovables y eco-eficientes, Programa energías renovables y eco eficientes y Programa de Electrificación Rural con Energía Renovable","(-16.5, -68.15)","(-16.290154, -63.588653)"
35848,Brazil,Belo Horizonte,False,2016,Total,"Buildings, electricity, fuel and sanitation/waste treatment and discharge",2007,3176966.0,20.0,2030.0,"All this items are in discussion inside the Plan For GHG Reduction - PREGEE but our target date will be 2030. The plan will be released in 2013, July, and will anticipate the reduction in the emissions growth curve.","(-19.916681, -43.934493)","(-14.235004, -51.92528)"
50384,Brazil,Florianópolis,False,2016,Other,"agriculture, livestock, residential and services, waste, transport, transverse",2013,2099020.0,42.0,2020.0,"low carbon agriculture, implementation of green infrastructure, reduction in energy, consumption, sanitation, reducing fuel consumption","(-27.5949884, -48.5481743)","(-14.235004, -51.92528)"
31155,Argentina,Buenos Aires,False,2016,Total,The reduction target purposed by Buenos Aires City includes our entire emissions inventory,2008,12742478.0,30.0,2030.0,"-Baseline scenario goal: 2008 is the start year of the baseline scenario used as the starting point for the BAU analysis. 
-Buenos Aires City target applies to the entire city-wide emissions inventory. The sources we have disclosed are the mitigation lines included in the target. 
-Note that the target of 30 % includes an unconditional 20 % and 10% conditional on access to finance and the national regulatory policy framework.","(-34.6037232, -58.3815931)","(-38.416097, -63.616672)"
42178,Ecuador,Quito,False,2016,Total,"5% reduction per year of the projected growth rate of emissions, starting 2019",2011,5218318.0,30.0,2025.0,"5% reduction per year of the projected growth rate of emissions, starting 2019","(-0.2333, -78.5167)","(-1.831239, -78.183406)"
31176,Brazil,Rio de Janeiro,False,2016,Total,"Road Transportation, Railway, Residential, Commercial, Public Sector, fugitive emissions and other, Forest and land use, Urban Solid Waste, wastewater.",2005,11933280.0,16.0,2016.0,Measurement of avoided GHG emissions.,"(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
31176,Brazil,Rio de Janeiro,False,2016,Total,"Road Transportation, Railway, Residential, Commercial, Public Sector, fugitive emissions and other, Forest and land use, Urban Solid Waste, wastewater.",2005,11933280.0,20.0,2020.0,Measurement of avoided GHG emissions.,"(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
31176,Brazil,Rio de Janeiro,False,2016,Total,Community-scale emissions and emissions of Rio responsibility from outside the city boundary. Carbon compensation is considered for achieving this goal.,,,100.0,2065.0,"Rio has just launched its goal for being carbon neutral until 2065, fifty years from now.","(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
36477,Italy,Lucca,False,2016,Total,,2005,437265.0,20.0,2020.0,http://www.covenantofmayors.eu/about/signatories_it.html?city_id=4190&seap,"(43.839917, 10.617374)","(41.87194, 12.56738)"
60577,Denmark,Frederikshavn Kommune,False,2016,Total,,2010,547000.0,97.0,2030.0,,"(57.442711, 10.521006)","(56.26392, 9.501785)"
60588,Romania,Alba-Iulia,False,2016,Buildings,,2008,4292.0,34.0,2020.0,,"(46.082337, 23.569027)","(45.943161, 24.96676)"
60588,Romania,Alba-Iulia,False,2016,Buildings,,2008,61560.0,25.0,2020.0,,"(46.082337, 23.569027)","(45.943161, 24.96676)"
60588,Romania,Alba-Iulia,False,2016,Buildings,,2008,98185.0,18.0,2020.0,,"(46.082337, 23.569027)","(45.943161, 24.96676)"
60588,Romania,Alba-Iulia,False,2016,Transport,,2008,44216.0,23.0,2020.0,,"(46.082337, 23.569027)","(45.943161, 24.96676)"
60588,Romania,Alba-Iulia,False,2016,Other: public lighting - energy regeneration,,2008,1935.0,38.0,2020.0,,"(46.082337, 23.569027)","(45.943161, 24.96676)"
60602,Canada,"Ajax, ON",False,2016,Total,Within the municipality boundaries,2005,521250.0,6.0,2020.0,,"(43.850855, -79.020373)","(56.130366, -106.346771)"
60603,Canada,"Prince George, BC",False,2016,Total,,2002,,2.0,2012.0,"City has not set new targets at this time, working on them for the near future.","(53.917064, -122.749669)","(56.130366, -106.346771)"
60656,USA,"Piedmont, CA",False,2016,Total,City of Piedmont,2005,427000000.0,15.0,2020.0,,"(37.8244, -122.2316)","(37.09024, -95.712891)"
60680,Canada,Salaberry-de-Valleyfield,False,2016,Total,"Community sector:
- Waste management
- road transport",2009,198408.23,20.0,2020.0,,"(45.250091, -74.133086)","(56.130366, -106.346771)"
31174,Russia,Moscow ,False,2016,Total,Total emissions within the inventory boundary,1990,63443619.0,25.0,2020.0,,"(55.755826, 37.6173)","(61.52401, 105.318756)"
31165,Germany,Stadt Heidelberg,False,2016,Total,,1990,,95.0,2050.0,,"(49.398752, 8.672434)","(51.165691, 10.451526)"
59552,USA,"Davis, CA",False,2016,Total,Municipal boundary/city limits,2010,348437.0,100.0,2050.0,,"(38.544907, -121.740517)","(37.09024, -95.712891)"
49386,Japan,Hiroshima,False,2016,Total,"CO2
CH4
NO2
HFCs",1990,8525221.0,6.0,,,"(34.385203, 132.455293)","(36.204824, 138.252924)"
