Account No,City,Country,Region,Access,C40,Reporting year,Type of target,Sector,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Estimated business as usual absolute emissions in target year (metric tonnes CO2e),​Intensity unit (emissions per),Comment,Population,Population Year,City Location,Country Location
36285,Firenze,Italy,Europe,Public,False,2017,Absolute target,Total,2005,2519980.0,80.0,2050,,,adopted in 2015 with SCP,377635.0,2017.0,"(39.627269, -90.610682)","(41.87194, 12.56738)"
36262,Genova,Italy,Europe,Public,False,2017,Absolute target,,2005,,23.0,2020,,,,583601.0,2016.0,"(44.347961, 9.318415)","(41.87194, 12.56738)"
31173,Milano,Italy,Europe,Public,False,2017,Absolute target,Total,2005,7418000.0,20.0,2020,,,,1359905.0,2015.0,"(45.802578, 9.086356)","(41.87194, 12.56738)"
36484,Monza,Italy,Europe,Public,False,2017,Absolute target,Total,2005,541850.0,24.8,2020,,,,122955.0,2016.0,"(45.831487, 9.0371)","(41.87194, 12.56738)"
36158,Napoli,Italy,Europe,Public,False,2017,Absolute target,,2005,,25.0,2020,,,,960000.0,2011.0,"(40.8419943, 14.2513831)","(41.87194, 12.56738)"
36489,Olbia,Italy,Europe,Public,False,2017,Absolute target,,2009,,25.23,2020,,,,59977.0,2016.0,"(41.882316, 12.505936)","(41.87194, 12.56738)"
36252,Oristano,Italy,Europe,Public,False,2017,Baseline scenario (business as usual) target,Public buildings,2016,,,2020,,,,31630.0,2015.0,"(39.720664, 8.898007)","(41.87194, 12.56738)"
36494,Padova,Italy,Europe,Public,False,2017,Absolute target,Total,2005,,20.0,2020,,,"In addition to the emission-reducing activities mentioned below, the emission-reducing activities on local government level are part of the total reduction aim of 20%.",210000.0,2017.0,"(45.4064, -11.8768)","(41.87194, 12.56738)"
36492,Parma,Italy,Europe,Public,False,2017,Absolute target,Total,2004,,20.0,2020,,,Targeting to continue monitoring by 2015,194000.0,2017.0,"(44.8015, 10.3279)","(41.87194, 12.56738)"
36492,Parma,Italy,Europe,Public,False,2017,Base year intensity target,Other: Total,2004,6.0,20.0,,,Metric tonnes of CO2e per capita,,194000.0,2017.0,"(44.8015, 10.3279)","(41.87194, 12.56738)"
36495,Piacenza,Italy,Europe,Public,False,2017,Absolute target,,1990,,20.4,2020,,,The emission reduction is calculated with respect to the reference scenario (BAU) in 2020.Were considered only CO2 emissions related to the areas of competence of the Municipality of Piacenza.,102269.0,2014.0,"(45.0519969, 9.6926451)","(41.87194, 12.56738)"
36263,Ravenna,Italy,Europe,Public,False,2017,Absolute target,,2007,,23.9,2020,,,This target is related to CO2 emission and was set in the Covenant of Mayors. The target is applied to the whole CO2 emissions including together Local Government Operations and Community.,391414.0,2016.0,"(41.913028, 12.518037)","(41.87194, 12.56738)"
36518,Udine,Italy,Europe,Public,False,2017,Absolute target,,2006,,20.0,2020,,,,99528.0,2013.0,"(46.0667, 13.2333)","(41.87194, 12.56738)"
36254,Venezia,Italy,Europe,Public,False,2017,Absolute target,Total,2005,1494744.0,23.0,2020,,,"the baseline inventory is calculated under the Covenant of Mayors rules, it includes private and public buildings, private and public transports, public lighting. It excludes big ships, flight, power plants >20MW.",261905.0,2016.0,"(45.4332515, 12.3210704)","(41.87194, 12.56738)"
31090,"Washington, DC",USA,North America,Public,False,2017,Absolute target,Total,2006,10101895.0,80.0,2032,,,,681170.0,2016.0,"(38.9071923, -77.0368707)","(37.09024, -95.712891)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Stationary energy (buildings),2015,1988306.0,,2040,3503458.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Transportation,2015,3004296.0,,2040,5293629.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Waste,2015,766587.0,,2040,1348291.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Residential buildings,2015,897109.0,,2040,1580735.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Public buildings,2015,453334.0,,2040,798789.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Commercial buildings,2015,0.0,,2040,0.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Industrial buildings,2015,635118.0,,,1119098.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
42178,Quito,Ecuador,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Wastewater,2015,0.0,,,0.0,,,2239191.0,2010.0,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
31313,Dublin,Ireland,Europe,Public,False,2017,Absolute target,,2006,,20.0,2020,,,,527612.0,2011.0,"(53.344479, -6.270843)","(53.41291, -8.24389)"
62855,Egedal,Denmark,Europe,Public,False,2017,Absolute target,Total,2009,268000.0,7.0,2020,,,"The municipality are increasing in terms of citizens, business, buldings,highways etc.",42000.0,2015.0,"(55.795045, 12.238733)","(56.26392, 9.501785)"
58671,Elsinore,Denmark,Europe,Public,False,2017,Absolute target,Total,2008,415000.0,20.0,2020,,,"As a signatory of Covenant of Mayors (now combined with Compact of Mayors), Elsinore Municipality made a SEAP and committed itself to reduce the CO2eq emissions by at least 20 by 2020.",61632.0,2015.0,"(56.0308, 12.5921)","(56.2639, 9.5018)"
58671,Elsinore,Denmark,Europe,Public,False,2017,Absolute target,Total,2008,415000.0,85.0,2030,,,Maximum 1 ton CO2eq per citizen by 2030. That is a percentage reduction target of around 85.,61632.0,2015.0,"(56.0308, 12.5921)","(56.2639, 9.5018)"
58671,Elsinore,Denmark,Europe,Public,False,2017,Absolute target,Total,2008,415000.0,100.0,2050,,,Carbon neutral by 2050 at the latest.,61632.0,2015.0,"(56.0308, 12.5921)","(56.2639, 9.5018)"
50671,Fafe,Portugal,Europe,Public,False,2017,Absolute target,Total,2008,38991.0,21.0,2020,,,,49351.0,2015.0,"(41.4508217, -8.1728619)","(39.399872, -8.224454)"
63543,Fredensborg,Denmark,Europe,Public,False,2017,Absolute target,Total,2010,,25.0,2020,,,In 2016 and 2017 a methodology change to the GPC-stand has been on the way. The baseline year emissions will possible be converted to this standard.,40112.0,2016.0,"(55.9747, 12.4058)","(56.26392, 9.501785)"
63543,Fredensborg,Denmark,Europe,Public,False,2017,Absolute target,Total,2010,,100.0,2050,,,In 2016 and 2017 a methodology change to the GPC-stand has been on the way. The baseline year emissions will possible be converted to this standard.,40112.0,2016.0,"(55.9747, 12.4058)","(56.26392, 9.501785)"
60577,Frederikshavn,Denmark,Europe,Public,False,2017,Absolute target,Total,2010,547000.0,100.0,2030,,,"Fossil energy consumption related to private cars represent 40% of total energy consumption in the transport sector in the municipality. Since Frederikshavn Municipality cannot affect the conversion of private cars fossil energy, neither fossil energy consumption of train operations, shipping and aircraft transportation, it is a political decision that there must be produced as much renewable energy in the municipality's geographical boundary that corresponds to fossil energy consumption of private cars, trains, shipping and aircraft transport.",60379.0,2015.0,"(57.442711, 10.521006)","(56.26392, 9.501785)"
35868,Hamburg,Germany,Europe,Public,False,2017,Absolute target,,1990,,80.0,2050,,,,1787408.0,2015.0,"(53.5510846, 9.9936818)","(51.165691, 10.451526)"
35868,Hamburg,Germany,Europe,Public,False,2017,Absolute target,,1990,,50.0,2030,,,,1787408.0,2015.0,"(53.5510846, 9.9936818)","(51.165691, 10.451526)"
58424,Gdańsk,Poland,Europe,Public,False,2017,Absolute target,,2013,,21.0,2020,,,,461489.0,2014.0,"(54.352, 18.6466)","(51.919438, 19.145136)"
54461,Groningen,Netherlands,Europe,Public,False,2017,Absolute target,Total,2006,900000.0,100.0,2035,,,,200500.0,2016.0,"(53.232386, 6.551335)","(52.132633, 5.291266)"
31179,Rotterdam,Netherlands,Europe,Public,False,2017,Absolute target,Total,1990,23700000.0,25.0,2020,,,Same as national target,624000.0,2014.0,"(51.9163716, 4.4509382)","(52.132633, 5.291266)"
59165,Gladsaxe,Denmark,Europe,Public,False,2017,Absolute target,Total,2007,499740.0,40.0,2020,,,,67347.0,2015.0,"(55.733461, 12.488686)","(56.26392, 9.501785)"
31055,Glasgow,United Kingdom,Europe,Public,False,2017,Absolute target,,2006,39873000.0,30.0,2020,,,,598830.0,2011.0,"(55.859272, -4.212783)","(55.378051, -3.435973)"
60394,Tarija,Bolivia,Latin America,Public,False,2017,Absolute target,,,,,,,,,2053757.0,2012.0,"(-21.266606, -63.488416)","(-16.290154, -63.588653)"
50359,,,,Public,False,2017,Absolute target,,2013,,20.0,2020,,,Meta global de mitigación definida en el programa municipal de cambio climático.,,,,
31187,Seoul ,South Korea,East Asia,Public,False,2017,Absolute target,,,,,,,,,10204000.0,2016.0,"(37.566535, 126.9779692)","(35.907757, 127.766922)"
31169,Hong Kong,Hong Kong,East Asia,Public,False,2017,Base year intensity target,Other: Total,2005,0.0,50.0,,,Metric tonnes of CO2e per unit GDP,,7336600.0,2016.0,"(22.2880809, 114.1398015)","(22.396428, 114.109497)"
31169,Hong Kong,Hong Kong,East Asia,Public,False,2017,Base year intensity target,Other: Total,2005,0.0,65.0,,,Metric tonnes of CO2e per unit GDP,,7336600.0,2016.0,"(22.2880809, 114.1398015)","(22.396428, 114.109497)"
3422,London ,United Kingdom,Europe,Public,False,2017,Absolute target,Total,1990,45050000.0,60.0,2025,,,,8600000.0,2015.0,"(51.504858, -0.078689)","(55.378051, -3.435973)"
3422,London ,United Kingdom,Europe,Public,False,2017,Absolute target,Total,1990,45050000.0,80.0,2050,,,Please note in the new integrated Environment Strategy we will set a target for Lonon to become a zero carbon city by 2050,8600000.0,2015.0,"(51.504858, -0.078689)","(55.378051, -3.435973)"
35898,Manchester,United Kingdom,Europe,Public,False,2017,Absolute target,Total,1990,21200000.0,48.0,2020,,,See Climate Change and Low Emission Strategies’Whole Place Implementation Plan for Greater Manchester(2016-2020) (attached for detailed actions.,2762000.0,2014.0,"(53.4575955, -2.1578377)","(55.378051, -3.435973)"
58489,Hoeje-Taastrup,Denmark,Europe,Public,False,2017,Absolute target,Total,2012,312026.0,95.0,2050,,,,49960.0,2016.0,"(55.656328, 12.2898)","(56.26392, 9.501785)"
58797,Hørsholm,Denmark,Europe,Public,False,2017,Absolute target,,2010,,20.0,2020,,,,24709.0,2014.0,"(55.883514, 12.504924)","(56.26392, 9.501785)"
70247,Hsinchu City,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2013,805953.0,6.0,2018,,,,438322.0,2017.0,"(24.807345, 120.968248)","(23.6978, 120.9605)"
70247,Hsinchu City,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2013,805953.0,12.0,2021,,,,438322.0,2017.0,"(24.807345, 120.968248)","(23.6978, 120.9605)"
70247,Hsinchu City,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2013,805953.0,17.0,2026,,,,438322.0,2017.0,"(24.807345, 120.968248)","(23.6978, 120.9605)"
54390,Hsinchu County,Taiwan,East Asia,Public,False,2017,Absolute target,,2011,,5.0,2020,,,,537948.0,2015.0,"(24.8269, 121.0129)","(23.69781, 120.960515)"
54390,Hsinchu County,Taiwan,East Asia,Public,False,2017,Absolute target,,2011,,10.0,2025,,,,537948.0,2015.0,"(24.8269, 121.0129)","(23.69781, 120.960515)"
54388,Iskandar ,Malaysia,South Asia and Oceania,Public,False,2017,Base year intensity target,Other:,2005,11.0,58.0,,,Metric tonnes of CO2e per unit GDP,,1945000.0,2016.0,"(5.714476, 100.992084)","(4.210484, 101.975766)"
31112,Kaohsiung,Taiwan,East Asia,Public,False,2017,Baseline scenario (business as usual) target,Stationary energy (buildings),2005,67326998.0,,2020,67326998.0,"Chu Chen, Mayor of Kaohsiung City had set up short term GHG reduction target, decreasing 20% by 2020 compared with the emissions in 2005. Therefore, city has to build up its future BAU for comparison with baseline emissions, to estimate how many should city reduce in order to reach the target.",,2779371.0,2016.0,"(22.629705, 120.343804)","(23.69781, 120.960515)"
54443,Magdeburg,Germany,Europe,Public,False,2017,Absolute target,,1990,,95.0,2050,,,GHG sources towhich the target applies:CO2-City-wideSolutions of the municipal council,238000.0,2015.0,"(52.1205, 11.6276)","(51.165691, 10.451526)"
54443,Magdeburg,Germany,Europe,Public,False,2017,Absolute target,,2012,,86.0,2050,,,GHG sources towhich the target applies:CO2-City-wideSolutions of the municipal council,238000.0,2015.0,"(52.1205, 11.6276)","(51.165691, 10.451526)"
63542,Lejre,Denmark,Europe,Public,False,2017,Absolute target,,2011,,30.0,2020,,,,27317.0,2016.0,"(55.6013, 11.9645)","(56.26392, 9.501785)"
55616,Los Altos Hills,USA,North America,Public,False,2017,Absolute target,,2005,,30.0,2025,,,"Not yet approved by town council. Our prior target was 30% below 2005 levels by 2015, and we achieved 15%.",7992.0,2016.0,"(37.3797, -122.1375)","(37.09024, -95.712891)"
43940,Malmö,Sweden,Europe,Public,False,2017,Absolute target,,,,,,,,,328494.0,2017.0,"(55.605, 13.0038)","(60.128161, 18.643501)"
31170,Lima,Peru,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Waste,2015,3093113.0,,2025,620000.0,,,8755262.0,2014.0,"(-12.046374, -77.042793)","(-9.189967, -75.015152)"
59180,Middelfart,Denmark,Europe,Public,False,2017,Absolute target,Buildings,2010,70365.0,,2025,,,,38093.0,2017.0,"(55.470958, 9.872643)","(56.26392, 9.501785)"
59180,Middelfart,Denmark,Europe,Public,False,2017,Absolute target,Transport,2010,104276.0,,2025,,,,38093.0,2017.0,"(55.470958, 9.872643)","(56.26392, 9.501785)"
59180,Middelfart,Denmark,Europe,Public,False,2017,Absolute target,Total,2010,362234.0,50.0,2025,,,,38093.0,2017.0,"(55.470958, 9.872643)","(56.26392, 9.501785)"
43975,Magdalena del Mar,Peru,Latin America,Public,False,2017,Absolute target,,2015,,30.0,2030,,,,54656.0,2015.0,"(-12.091653, -77.06705)","(-9.19, -75.0152)"
59167,Providencia,Chile,Latin America,Public,False,2017,Absolute target,,,,,,,,,147533.0,2015.0,"(-33.431297, -70.609189)","(-35.675147, -71.542969)"
60416,San Isidro,Argentina,Latin America,Public,False,2017,Absolute target,,,,,,,,,292878.0,2010.0,"(-32.977511, -68.812232)","(-38.416097, -63.616672)"
60416,San Isidro,Argentina,Latin America,Public,False,2017,Absolute target,,,,,,,,,292878.0,2010.0,"(-32.977511, -68.812232)","(-38.416097, -63.616672)"
60416,San Isidro,Argentina,Latin America,Public,False,2017,Absolute target,,,,,,,,,292878.0,2010.0,"(-32.977511, -68.812232)","(-38.416097, -63.616672)"
60392,San Isidro (Lima),Peru,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Stationary energy (buildings),2015,171169.05,,2020,,,,54206.0,2015.0,"(-12.09772, -77.027336)","(-9.19, -75.0152)"
60392,San Isidro (Lima),Peru,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Transportation,2015,61438.26,,Other:,,,,54206.0,2015.0,"(-12.09772, -77.027336)","(-9.19, -75.0152)"
60392,San Isidro (Lima),Peru,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Waste,2015,110623.19,,2020,,,,54206.0,2015.0,"(-12.09772, -77.027336)","(-9.19, -75.0152)"
60229,Arendal,Norway,Europe,Public,False,2017,Base year intensity target,Other: Total,2009,,76.0,,,Metric tonnes of CO2e per capita,,44574.0,2016.0,"(58.461757, 8.77245)","(60.472, 8.4689)"
35848,Belo Horizonte,Brazil,Latin America,Public,False,2017,Absolute target,Total,2007,3.2,20.0,2030,,,,2513451.0,2016.0,"(-19.916681, -43.934493)","(-14.235004, -51.92528)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Absolute target,Other: Energy,2015,299945.0,10.0,2016,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Absolute target,Waste,2015,90271.0,15.0,2016,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Absolute target,Other: Agriculture,2015,174.0,5.0,2016,,,"Diversion of agricultural land to industrial, commercial and residential.",322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Absolute target,Transport,2015,123940.0,20.0,2016,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Base year intensity target,Stationary energy (buildings),Other: 2017,53990.0,20.0,,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Base year intensity target,Waste,Other: 2017,30336.0,50.0,,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Base year intensity target,Other: Agriculture,Other: 2017,0.0,0.0,,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Base year intensity target,Transportation,Other:,29758.0,30.0,,,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Baseline scenario (business as usual) target,Stationary energy (buildings),Other: 2017,269951.0,,Other: 2018,53990.0,It is a material tom include the agricultural sector due to non-availability of land.,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Baseline scenario (business as usual) target,Transportation,Other: 2017,99192.0,,Other: 2018,49956.0,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
60002,Cainta,Philippines,South Asia and Oceania,Public,False,2017,Baseline scenario (business as usual) target,Waste,Other: 2017,7673.0,,Other:,767.3,,,322128.0,2015.0,"(14.5865, 121.1149)","(12.879721, 121.774017)"
35872,Recife,Brazil,Latin America,Public,False,2017,Absolute target,Total,2012,3120425.0,11.28,2020,,,"2012 was used as a baseline year to extrapolate the next years total GHG emissons. In this way, the 2020 GHG emissions reference scenario is 4.093.521 tCO2e, and the absolute reduction (11.28%) will be of 461.767 tCO2e.",1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Absolute target,Total,2012,3120425.0,24.6,2030,,,"2012 was used as a baseline year to extrapolate the next years total GHG emissons. In this way, the 2030 GHG emissions reference scenario 5776965 tCO2e, and the absolute reduction (24.60%) will be of 1421136 tCO2e.",1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Absolute target,Total,2012,3120425.0,19.62,2040,,,"2012 was used as a baseline year to extrapolate the next years total GHG emissons. In this way, the 2040 GHG emissions reference scenario is 8272718 tCO2e, and the absolute reduction (19.62%) will be of 1623344 tCO2e. It is important to note that from 2030, the impact of the GHG Emission Reduction Plan loses efficiency, as many of the actions reach their greatest potential before that date. Thus, in a few years, it is necessary to update the GHG Emission Reduction Plan, mainly in the transportation sector.",1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Transportation,2012,2038873.0,,2040,5171113.0,,,1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Industrial buildings,2012,151939.0,,2040,420219.0,,,1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Commercial buildings,2012,115167.0,,2040,405712.0,,,1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Residential buildings,2012,202164.0,,2040,792509.0,,,1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
35872,Recife,Brazil,Latin America,Public,False,2017,Baseline scenario (business as usual) target,Waste,2012,601390.0,,2040,700000.0,,,1625583.0,2016.0,"(-8.057838, -34.882897)","(-14.235004, -51.92528)"
55334,Braga,Portugal,Europe,Public,False,2017,Absolute target,Total,2008,,20.0,2020,,,Target according to the Covenant of Mayors,182000.0,2011.0,"(41.533751, -8.438218)","(39.399872, -8.224454)"
55324,Guimarães,Portugal,Europe,Public,False,2017,Absolute target,Total,2008,146651.0,20.0,2020,,,,154920.0,2015.0,"(41.444266, -8.292241)","(39.399872, -8.224454)"
55442,Moita,Portugal,Europe,Public,False,2017,Absolute target,,2008,,20.0,2020,,,,66029.0,2011.0,"(41.30284, -8.65731)","(39.399872, -8.224454)"
56276,New Taipei ,Taiwan,East Asia,Public,False,2017,Absolute target,Other: Stationary energy (buildings),2005,6449472.0,25.0,2030,,,,3970644.0,2016.0,"(25.0111, 121.4458)","(23.69781, 120.960515)"
56276,New Taipei ,Taiwan,East Asia,Public,False,2017,Absolute target,Other: Industrial buildings,2005,7024594.0,25.0,2030,,,,3970644.0,2016.0,"(25.0111, 121.4458)","(23.69781, 120.960515)"
56276,New Taipei ,Taiwan,East Asia,Public,False,2017,Absolute target,Transport,2005,4807477.0,25.0,2030,,,,3970644.0,2016.0,"(25.0111, 121.4458)","(23.69781, 120.960515)"
56276,New Taipei ,Taiwan,East Asia,Public,False,2017,Absolute target,Waste,2005,510068.0,25.0,2030,,,,3970644.0,2016.0,"(25.0111, 121.4458)","(23.69781, 120.960515)"
3417,New York City,USA,North America,Public,False,2017,Absolute target,Total,2005,61060000.0,40.0,2030,,,,8537673.0,2016.0,"(40.7127837, -74.0059413)","(37.09024, -95.712891)"
3417,New York City,USA,North America,Public,False,2017,Absolute target,Total,2005,61060000.0,80.0,2050,,,,8537673.0,2016.0,"(40.7127837, -74.0059413)","(37.09024, -95.712891)"
54347,Pasig,Philippines,South Asia and Oceania,Public,False,2017,Absolute target,Total,2010,,10.0,2020,,,,772695.0,2016.0,"(14.58691, 121.0614)","(12.879721, 121.774017)"
57347,Pingtung ,Taiwan,East Asia,Public,False,2017,Absolute target,,2013,,30.0,2030,,,"Pingtung County set up the GHG emission reduction goal, decreasing 30% by 2030 compared with the emission in 2013.",835792.0,2016.0,"(22.6558, 120.4703)","(23.69781, 120.960515)"
50386,Cuiabá,Brazil,Latin America,Public,False,2017,Absolute target,,,,,,,,,580489.0,2015.0,"(-15.881977, -52.266326)","(-14.235004, -51.92528)"
50384,Florianópolis,Brazil,Latin America,Public,False,2017,Absolute target,,2013,,42.0,2020,,,"low carbon agriculture, implementation of green infrastructure, reduction in energy, consumption, sanitation, reducing fuel consumption",550000.0,2010.0,"(-27.5949884, -48.5481743)","(-14.235004, -51.92528)"
54650,Palmas,Brazil,Latin America,Public,False,2017,Absolute target,,,,,,,,,279856.0,2016.0,"(-10.249091, -48.324286)","(-14.235004, -51.92528)"
31176,Rio de Janeiro,Brazil,Latin America,Public,False,2017,Absolute target,Total,2005,11402180.0,20.0,2020,,,"Target established in the municipal law that created the ""Municipal Climate Change and Sustainable Development Policy"" (5428/2011).",6498837.0,2016.0,"(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
58868,Durham,Canada,North America,Public,False,2017,Absolute target,Total,2007,5021342.0,5.0,2015,,,Not sector-specific,645862.0,2016.0,"(43.936838, -78.928824)","(56.130366, -106.346771)"
58868,Durham,Canada,North America,Public,False,2017,Absolute target,Total,2007,5021342.0,20.0,2020,,,,645862.0,2016.0,"(43.936838, -78.928824)","(56.130366, -106.346771)"
58868,Durham,Canada,North America,Public,False,2017,Absolute target,Total,2007,5021342.0,80.0,2050,,,,645862.0,2016.0,"(43.936838, -78.928824)","(56.130366, -106.346771)"
36426,Riga,Latvia,Europe,Public,False,2017,Absolute target,Total,1990,4295.0,54.0,2020,,,(Thousand tonnes) Regarding Sustainable Energy Action Plan 2014-2020,641423.0,2017.0,"(56.9496, 24.1052)","(56.8796, 24.6032)"
58781,Ringkøbing-Skjern,Denmark,Europe,Public,False,2017,Absolute target,Total,2007,491364.0,100.0,2020,,,"http://www.energi2020.dk/english, See information given in ""My Covenant for Climate and Energy""",58176.0,2012.0,"(56.0447, 8.5059)","(56.26392, 9.501785)"
31177,Salt Lake City,USA,North America,Public,False,2017,Absolute target,,2009,4943904.0,80.0,2040,,,,192672.0,2015.0,"(40.7608, -111.891)","(37.09024, -95.712891)"
50672,Santarém,Portugal,Europe,Public,False,2017,Absolute target,Total,2006,337112.0,21.0,2020,,,,61752.0,2011.0,"(39.236669, -8.685994)","(39.399872, -8.224454)"
35993,Singapore ,Singapore,South Asia and Oceania,Public,False,2017,Base year intensity target,Other: Nation-wide,2005,0.18,36.0,2030,,Metric tonnes of CO2e per unit GDP,"As part of the Paris Agreement, Singapore pledged to reduce our emissions intensity by 36% below 2005 levels by 2030 and to stabilise our emissions with the aim of peaking around 2030",5600000.0,2016.0,"(1.352083, 103.819836)","(1.352083, 103.819836)"
58488,Sonderborg,Denmark,Europe,Public,False,2017,Absolute target,,2007,4763894.0,25.0,2015,,,,74801.0,2017.0,"(54.913811, 9.792178)","(56.26392, 9.501785)"
58488,Sonderborg,Denmark,Europe,Public,False,2017,Absolute target,,2007,4763894.0,50.0,2020,,,,74801.0,2017.0,"(54.913811, 9.792178)","(56.26392, 9.501785)"
58488,Sonderborg,Denmark,Europe,Public,False,2017,Absolute target,,2007,4763894.0,100.0,2029,,,,74801.0,2017.0,"(54.913811, 9.792178)","(56.26392, 9.501785)"
31165,Heidelberg,Germany,Europe,Public,False,2017,Absolute target,Total,1990,915000.0,95.0,2050,,,,146333.0,2015.0,"(49.398752, 8.672434)","(51.165691, 10.451526)"
35449,Zürich,Switzerland,Europe,Public,False,2017,Absolute target,Total,2005,,28.0,2020,,,The baseline emission and the target emission are measured in tonnes CO2e per person per year.Target for 2050: 1.0 tonnes CO2e per person (18% of 2005)Target for 2035: 2.5 tonnes CO2e per person (45% of 2005)Target for 2020: 4.0 tonnes CO2e per person (72% of 2005),415682.0,2016.0,"(47.3686498, 8.5391825)","(46.818188, 8.227512)"
35449,Zürich,Switzerland,Europe,Public,False,2017,Absolute target,Total,2005,,55.0,2035,,,,415682.0,2016.0,"(47.3686498, 8.5391825)","(46.818188, 8.227512)"
35449,Zürich,Switzerland,Europe,Public,False,2017,Absolute target,Total,2005,,82.0,2050,,,,415682.0,2016.0,"(47.3686498, 8.5391825)","(46.818188, 8.227512)"
54389,Taichung,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2011,,10.0,2022,,,,2750000.0,2016.0,"(24.161859, 120.646967)","(23.6978, 120.9605)"
54386,Tainan ,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2005,19510422.0,50.0,2050,,,,1886033.0,2016.0,"(22.9999, 120.2269)","(23.69781, 120.960515)"
54386,Tainan ,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2005,19510422.0,20.0,2030,,,,1886033.0,2016.0,"(22.9999, 120.2269)","(23.69781, 120.960515)"
